Calibre,Projectile Type,Projectile Dimension,dia,Projectile Mass,Total Mass with Sabot,Petal Burst Pressure,Powder Mass,Actual Velocity,Expected Velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/Vol,Density,Moment of Inertia,cd,Sabot Length,Plate Material,Plate Thickness,Impact Angle,Kinetic Energy,Perforated
29 mm,C,14.37,14.37,15.49,18.52,44.11,2.57,1054.5,1042.19,cylindrical,type1,8.95,12.58,aluminum,0.795,303.949,1907.571,0.159,2700,0.4942,0.374,37.96,Steel,23.87,25.1,8612.21,0
40 mm,B,11.65,11.65,5.45,8.77,45.34,5.54,756.92,831.01,cylindrical,type3,6.19,5.79,steel,0.567,899.343,1009.632,0.891,7800,0.3307,0.197,92.61,Aluminum,22.05,37.6,1561.23,0
40 mm,C,16.36,16.36,10.2,12.46,78.76,1.52,791.54,775.5,ogive,type2,13.82,6.06,tungsten,0.789,962.329,2108.378,0.456,19300,0.2467,0.413,86.63,Steel,27.59,21.4,3195.33,0
29 mm,C,19.53,19.53,17.43,19.21,36.72,1.73,1203.34,1135.04,cylindrical,type2,5.74,9.06,tungsten,0.48,299.603,2357.743,0.127,19300,0.2734,0.053,40.2,Steel,13.13,25.5,12619.56,1
40 mm,A,19.4,19.4,8.14,9.4,48.14,2.94,743.98,709.99,cylindrical,type3,11.02,5.04,aluminum,0.255,364.766,2665.893,0.137,2700,0.261,0.258,84.12,Titanium,14.98,14.7,2252.77,0
29 mm,C,17.31,17.31,16.68,20.01,29.59,6.44,1557.51,1476.96,cylindrical,type1,4.28,6.39,steel,0.464,820.093,2772.066,0.296,7800,0.2802,0.522,35.31,Steel,26.77,7.2,20231.48,0
29 mm,C,14.03,14.03,12.23,14.48,30.71,3.26,1652.41,1587.62,ogive,type1,3.37,7.88,steel,0.512,973.237,875.645,1.111,7800,0.112,0.369,21.99,Aluminum,7.6,3.0,16696.76,1
40 mm,A,16.24,16.24,15.69,18.22,56.21,4.3,714.71,748.26,ogive,type3,4.02,7.02,aluminum,0.806,684.708,561.183,1.22,2700,0.1989,0.193,96.89,Titanium,22.73,18.3,4007.31,0
29 mm,A,7.67,7.67,5.04,7.45,65.06,5.6,1591.01,1518.7,spherical,type1,8.88,12.64,tungsten,0.434,498.326,335.848,1.484,19300,0.4951,0.541,80.91,Steel,25.25,28.4,6378.91,0
40 mm,C,12.19,12.19,21.97,24.26,58.19,6.52,1779.33,1794.95,cylindrical,type1,12.98,13.04,aluminum,0.421,707.122,2217.002,0.319,2700,0.4712,0.058,59.12,Titanium,27.13,34.2,34778.68,1
29 mm,A,8.86,8.86,12.24,15.29,39.76,3.15,733.4,734.69,ogive,type1,14.99,7.24,tungsten,0.822,802.255,723.299,1.109,19300,0.1193,0.536,87.46,Steel,10.48,3.8,3291.8,0
40 mm,B,5.05,5.05,7.8,10.63,23.58,6.12,1497.46,1470.88,spherical,type3,10.09,7.82,aluminum,0.376,201.39,2440.466,0.083,2700,0.4918,0.468,26.07,Titanium,21.98,14.3,8745.31,0
29 mm,C,19.5,19.5,13.76,17.68,48.22,3.0,1799.0,1810.37,ogive,type1,8.94,14.44,aluminum,0.65,491.769,2901.491,0.169,2700,0.4168,0.131,79.17,Titanium,7.14,36.4,22266.44,1
40 mm,B,17.96,17.96,14.72,16.14,50.26,5.51,1576.83,1529.95,ogive,type1,12.23,8.54,steel,0.429,871.572,614.301,1.419,7800,0.1011,0.085,96.51,Titanium,26.52,5.1,18299.85,0
29 mm,C,12.71,12.71,17.75,20.47,66.24,4.16,1255.89,1297.93,ogive,type2,2.83,14.91,tungsten,0.866,734.882,993.326,0.74,19300,0.4654,0.573,85.49,Aluminum,17.04,44.7,13998.18,0
40 mm,A,8.81,8.81,15.49,16.68,58.42,7.49,1673.31,1638.39,spherical,type1,12.52,11.92,tungsten,0.333,238.397,1667.381,0.143,19300,0.4841,0.087,54.53,Titanium,20.6,28.5,21685.74,1
29 mm,A,15.39,15.39,5.87,9.29,72.28,7.87,1478.73,1459.41,cylindrical,type2,11.86,5.44,tungsten,0.707,779.692,1405.538,0.555,19300,0.3515,0.586,47.7,Titanium,26.28,42.3,6417.8,0
29 mm,C,11.52,11.52,22.43,25.28,66.98,6.42,1021.7,996.43,cylindrical,type2,8.88,4.98,aluminum,0.585,700.697,1392.637,0.503,2700,0.4153,0.281,91.39,Aluminum,17.65,32.9,11707.01,0
29 mm,B,17.05,17.05,14.13,16.42,41.95,7.41,946.75,981.22,cylindrical,type2,2.3,4.07,tungsten,0.885,338.184,807.896,0.419,19300,0.233,0.244,43.32,Titanium,17.72,43.4,6332.61,0
40 mm,A,19.99,19.99,6.54,9.95,57.93,1.96,1263.8,1291.02,ogive,type2,4.63,12.48,steel,0.896,409.603,2689.802,0.152,7800,0.3289,0.408,95.0,Steel,16.62,29.9,5222.81,0
29 mm,A,10.24,10.24,20.46,22.83,64.84,5.58,1110.29,979.2,cylindrical,type3,6.81,5.99,steel,0.756,382.966,2108.45,0.182,7800,0.3926,0.323,45.59,Titanium,20.02,12.1,12610.97,0
40 mm,B,8.67,8.67,18.2,19.88,77.41,2.39,1062.41,1075.12,cylindrical,type2,14.24,10.79,aluminum,0.272,993.924,630.831,1.576,2700,0.3245,0.265,30.0,Titanium,22.93,36.0,10271.31,0
40 mm,B,9.01,9.01,17.99,20.41,45.34,2.94,895.72,808.49,ogive,type2,10.3,9.02,aluminum,0.528,265.349,212.429,1.249,2700,0.2218,0.402,38.87,Aluminum,25.13,10.2,7216.82,0
40 mm,A,6.4,6.4,13.54,14.75,58.9,4.66,1629.81,1612.74,ogive,type1,8.63,12.74,steel,0.798,846.474,2335.512,0.362,7800,0.3597,0.243,61.56,Steel,5.75,25.4,17983.02,1
40 mm,B,10.91,10.91,13.21,16.9,43.56,6.19,1475.52,1470.11,ogive,type1,8.35,11.76,aluminum,0.647,577.572,244.401,2.363,2700,0.4354,0.069,30.49,Steel,13.7,16.8,14380.14,1
29 mm,B,5.26,5.26,15.73,18.92,64.27,6.05,1064.45,1046.85,cylindrical,type1,12.14,2.83,steel,0.815,892.47,2665.166,0.335,7800,0.4344,0.504,50.4,Aluminum,15.81,36.0,8911.47,0
40 mm,B,6.72,6.72,6.01,9.29,74.72,7.09,961.43,986.47,ogive,type1,6.21,6.4,steel,0.76,983.675,1682.394,0.585,7800,0.1529,0.333,92.47,Titanium,7.47,34.2,2777.66,0
40 mm,A,9.08,9.08,10.98,14.6,75.15,4.91,840.95,876.95,spherical,type1,3.23,8.76,tungsten,0.419,964.975,2804.24,0.344,19300,0.2782,0.428,27.51,Aluminum,23.79,38.9,3882.51,0
29 mm,B,7.4,7.4,24.76,28.13,29.43,7.48,823.76,785.09,cylindrical,type1,10.8,12.45,tungsten,0.337,868.828,2361.198,0.368,19300,0.1155,0.366,69.16,Aluminum,18.07,11.1,8400.83,0
29 mm,C,15.98,15.98,18.24,20.54,32.25,7.22,1388.03,1347.54,cylindrical,type1,6.28,11.28,steel,0.426,472.215,2704.162,0.175,7800,0.3531,0.388,52.3,Steel,5.05,44.9,17570.84,1
40 mm,A,6.58,6.58,13.38,14.74,65.3,6.94,819.7,817.9,spherical,type1,6.23,9.14,tungsten,0.687,344.145,2282.69,0.151,19300,0.1969,0.17,71.8,Steel,20.78,36.2,4495.07,0
29 mm,A,17.99,17.99,9.45,11.57,57.86,2.61,1756.23,1679.04,cylindrical,type2,7.91,12.51,tungsten,0.537,387.548,1814.527,0.214,19300,0.4721,0.564,59.17,Steel,13.48,17.4,14573.52,1
40 mm,C,8.32,8.32,19.9,23.7,74.31,4.72,1007.05,983.2,cylindrical,type1,5.16,7.65,steel,0.231,687.824,684.569,1.005,7800,0.3473,0.296,90.14,Titanium,23.17,5.7,10090.79,0
29 mm,B,6.63,6.63,10.21,14.06,38.83,6.15,728.39,795.79,cylindrical,type1,13.98,2.72,steel,0.72,407.675,2237.41,0.182,7800,0.2602,0.556,52.2,Aluminum,9.49,15.7,2708.47,0
29 mm,C,5.15,5.15,8.25,11.55,70.88,7.83,1640.86,1565.54,spherical,type1,13.01,13.32,aluminum,0.231,491.4,1858.461,0.264,2700,0.3926,0.494,60.67,Aluminum,5.03,4.8,11106.24,1
40 mm,B,15.73,15.73,8.09,9.7,61.03,1.08,1104.35,1087.34,spherical,type1,14.88,8.85,aluminum,0.487,171.763,1473.043,0.117,2700,0.183,0.446,30.41,Aluminum,7.17,27.7,4933.24,0
29 mm,C,8.85,8.85,19.59,21.17,31.73,3.29,1077.26,1047.64,spherical,type1,14.54,12.51,aluminum,0.524,793.91,1764.056,0.45,2700,0.1366,0.303,59.22,Aluminum,16.01,5.1,11366.99,0
40 mm,B,12.64,12.64,17.86,21.5,27.59,3.4,830.48,930.74,cylindrical,type2,6.09,7.1,tungsten,0.552,200.322,850.318,0.236,19300,0.135,0.062,29.18,Steel,23.7,19.4,6158.99,0
40 mm,A,6.67,6.67,6.4,7.83,62.16,3.02,1426.46,1399.57,spherical,type2,6.95,9.65,steel,0.297,403.324,1332.396,0.303,7800,0.3331,0.223,66.65,Aluminum,20.1,30.0,6511.32,0
29 mm,C,19.78,19.78,7.3,10.05,29.51,6.72,1094.67,1070.68,cylindrical,type3,11.08,6.3,aluminum,0.723,631.391,547.753,1.153,2700,0.4555,0.416,54.19,Titanium,5.37,20.4,4373.8,0
29 mm,B,6.88,6.88,17.68,19.81,67.66,1.32,1605.29,1553.75,ogive,type2,2.21,7.32,steel,0.795,578.057,1347.355,0.429,7800,0.1891,0.232,82.67,Titanium,19.79,39.7,22780.29,1
40 mm,A,11.18,11.18,16.42,18.33,53.43,3.52,1393.68,1394.15,ogive,type2,14.92,3.92,steel,0.689,903.818,1507.411,0.6,7800,0.404,0.105,53.48,Aluminum,17.05,10.8,15946.64,1
40 mm,B,17.77,17.77,18.72,21.75,48.61,5.98,1667.9,1681.41,spherical,type3,2.14,11.64,steel,0.866,692.819,2601.762,0.266,7800,0.115,0.335,70.45,Steel,24.91,23.6,26038.49,1
29 mm,B,8.67,8.67,8.56,12.44,36.53,3.85,1384.82,1340.53,ogive,type1,8.91,5.64,steel,0.38,810.14,1676.104,0.483,7800,0.2413,0.135,24.72,Titanium,11.42,41.1,8207.87,0
40 mm,A,9.0,9.0,19.53,22.86,79.03,2.01,1557.21,1606.65,spherical,type3,10.69,5.92,steel,0.313,373.101,2744.832,0.136,7800,0.3615,0.218,76.8,Aluminum,22.97,15.9,23679.18,1
29 mm,C,17.13,17.13,23.72,26.18,63.33,5.28,1466.19,1479.74,spherical,type3,13.88,6.6,tungsten,0.247,219.032,2910.17,0.075,19300,0.4305,0.326,96.59,Steel,20.79,21.3,25495.6,1
29 mm,A,9.1,9.1,17.02,19.34,66.68,4.66,1208.85,1251.44,spherical,type2,10.37,7.62,steel,0.705,768.997,337.165,2.281,7800,0.4773,0.114,55.82,Aluminum,20.57,42.0,12435.82,0
40 mm,A,5.04,5.04,8.92,12.64,66.12,7.87,1457.54,1441.13,spherical,type3,9.76,9.49,tungsten,0.313,238.221,1872.002,0.127,19300,0.353,0.112,20.79,Steel,15.14,22.5,9474.93,0
29 mm,B,11.42,11.42,18.59,21.32,55.04,6.24,1429.98,1442.14,ogive,type1,5.9,10.88,aluminum,0.857,850.75,1037.854,0.82,2700,0.2851,0.166,68.29,Titanium,5.32,38.9,19006.81,1
40 mm,C,5.19,5.19,11.86,14.35,76.38,7.9,707.37,696.72,spherical,type3,9.68,10.78,aluminum,0.619,948.716,2583.712,0.367,2700,0.1243,0.375,31.61,Titanium,9.69,42.3,2967.21,0
40 mm,C,18.65,18.65,5.99,9.04,55.03,2.3,1468.5,1541.38,ogive,type2,11.75,7.51,steel,0.763,354.635,1583.418,0.224,7800,0.2103,0.563,57.44,Aluminum,26.11,11.5,6458.69,0
40 mm,C,14.63,14.63,11.05,12.76,51.2,6.33,988.38,994.19,cylindrical,type1,8.7,8.26,steel,0.504,784.905,418.639,1.875,7800,0.4692,0.181,22.6,Aluminum,20.42,35.4,5397.35,0
40 mm,A,13.75,13.75,23.11,24.3,36.42,4.86,1296.01,1296.45,spherical,type1,12.14,3.82,aluminum,0.714,493.604,802.019,0.615,2700,0.3332,0.446,55.42,Aluminum,19.45,29.4,19408.26,1
29 mm,C,8.02,8.02,13.22,16.79,36.9,5.99,822.47,799.56,cylindrical,type3,2.9,8.78,steel,0.511,369.098,2086.887,0.177,7800,0.2371,0.154,89.96,Aluminum,18.14,44.4,4471.38,0
29 mm,C,15.5,15.5,22.29,25.11,64.21,4.27,725.32,699.52,spherical,type2,6.36,13.4,steel,0.577,488.029,422.922,1.154,7800,0.1995,0.4,30.83,Titanium,6.92,26.4,5863.26,0
40 mm,B,15.16,15.16,15.17,16.66,40.09,2.49,716.63,728.52,cylindrical,type1,14.48,7.99,tungsten,0.742,682.091,1261.42,0.541,19300,0.1455,0.126,59.87,Titanium,13.69,35.7,3895.34,0
40 mm,B,5.91,5.91,15.34,17.23,63.72,1.32,874.01,914.99,cylindrical,type2,6.2,14.19,tungsten,0.367,989.261,2640.541,0.375,19300,0.4006,0.515,40.31,Aluminum,20.48,15.6,5859.06,0
29 mm,A,18.21,18.21,5.1,9.07,77.16,6.87,721.88,687.65,cylindrical,type3,10.08,4.03,tungsten,0.819,370.039,281.764,1.313,19300,0.265,0.458,40.88,Titanium,8.14,27.3,1328.83,0
40 mm,C,13.69,13.69,17.74,20.64,46.36,6.7,845.64,851.97,spherical,type2,8.76,11.58,tungsten,0.701,735.349,2149.361,0.342,19300,0.4746,0.424,71.46,Steel,28.02,35.0,6343.0,0
29 mm,C,16.89,16.89,7.16,10.07,25.84,2.14,1315.09,1324.3,ogive,type1,14.18,11.2,aluminum,0.723,401.383,2091.356,0.192,2700,0.2818,0.058,79.86,Titanium,6.82,43.5,6191.47,1
40 mm,B,8.94,8.94,14.57,15.79,59.99,5.52,1140.3,1158.22,cylindrical,type1,4.12,10.86,steel,0.367,326.255,1098.063,0.297,7800,0.4274,0.51,89.86,Steel,21.99,11.3,9472.57,0
29 mm,B,6.83,6.83,10.21,14.12,20.57,6.16,1778.82,1693.45,spherical,type1,5.89,10.62,aluminum,0.263,668.658,515.607,1.297,2700,0.1521,0.133,42.26,Steel,12.53,3.6,16153.24,1
40 mm,B,15.54,15.54,12.85,16.53,67.22,4.9,1589.56,1543.32,cylindrical,type3,13.21,2.29,steel,0.251,785.159,486.74,1.613,7800,0.1604,0.343,25.66,Aluminum,26.59,43.9,16234.05,0
29 mm,A,16.91,16.91,15.74,18.38,51.54,3.22,861.45,793.16,spherical,type3,10.66,11.65,aluminum,0.653,745.647,2913.839,0.256,2700,0.2093,0.477,55.38,Steel,25.67,27.1,5840.3,0
29 mm,B,10.79,10.79,5.29,7.22,49.38,7.17,1158.47,1160.11,ogive,type3,9.06,8.5,steel,0.305,948.327,2095.366,0.453,7800,0.1765,0.397,66.77,Aluminum,13.33,0.8,3549.73,0
40 mm,C,5.36,5.36,10.69,13.78,54.17,5.5,1174.07,1129.02,ogive,type2,7.13,8.81,steel,0.899,196.632,1252.775,0.157,7800,0.4907,0.5,79.17,Aluminum,16.55,23.4,7367.76,0
29 mm,C,17.27,17.27,24.79,28.29,50.98,6.04,1098.33,1073.52,spherical,type3,7.35,2.66,aluminum,0.873,586.597,2533.927,0.231,2700,0.4233,0.44,80.49,Steel,28.98,42.1,14952.45,0
29 mm,C,8.09,8.09,6.15,9.51,39.43,5.56,1245.15,1185.44,ogive,type2,14.15,4.45,steel,0.22,361.759,489.341,0.739,7800,0.2394,0.466,89.09,Steel,20.2,44.3,4767.48,0
40 mm,B,10.09,10.09,11.39,15.32,36.89,6.05,1436.86,1416.7,ogive,type2,10.72,13.84,tungsten,0.708,835.261,555.398,1.504,19300,0.3079,0.214,22.49,Aluminum,5.15,14.7,11757.71,1
29 mm,C,14.42,14.42,11.43,14.34,44.92,2.02,1404.98,1348.77,cylindrical,type1,14.08,6.1,steel,0.383,155.824,753.176,0.207,7800,0.3133,0.259,98.48,Steel,24.43,35.2,11281.23,0
29 mm,B,6.5,6.5,12.59,14.55,73.69,7.46,1092.81,1130.71,spherical,type2,14.64,7.12,steel,0.439,258.223,2337.975,0.11,7800,0.3429,0.326,97.35,Titanium,14.03,20.6,7517.7,0
29 mm,B,6.08,6.08,18.7,21.19,28.12,3.0,1475.55,1499.51,ogive,type2,9.11,4.46,steel,0.368,794.826,1344.908,0.591,7800,0.1414,0.372,22.84,Aluminum,11.9,17.9,20357.27,1
40 mm,B,5.39,5.39,9.95,13.4,39.49,6.86,1018.43,1025.94,ogive,type1,9.93,10.22,aluminum,0.781,419.177,1999.214,0.21,2700,0.2396,0.43,45.06,Titanium,25.8,34.1,5160.07,0
40 mm,C,18.75,18.75,14.21,16.01,31.54,7.25,1619.01,1603.91,ogive,type2,10.53,11.63,aluminum,0.826,713.62,850.863,0.839,2700,0.1344,0.356,81.24,Steel,29.19,12.1,18623.58,0
40 mm,C,9.67,9.67,17.9,19.59,45.63,5.56,1760.81,1658.93,ogive,type3,12.91,13.98,steel,0.228,998.655,2376.435,0.42,7800,0.4676,0.441,58.28,Aluminum,6.55,19.2,27749.04,1
29 mm,A,14.91,14.91,11.45,14.62,28.01,5.19,1024.21,1001.3,ogive,type2,10.57,9.31,tungsten,0.389,513.864,2444.663,0.21,19300,0.2614,0.133,20.37,Steel,14.76,11.1,6005.56,0
29 mm,A,19.84,19.84,23.98,26.31,65.65,1.76,1563.16,1525.09,ogive,type2,3.49,5.58,steel,0.514,579.686,1357.122,0.427,7800,0.3908,0.267,48.38,Steel,11.99,6.4,29297.2,1
29 mm,B,15.04,15.04,24.59,28.04,26.21,4.05,1594.77,1607.13,spherical,type1,14.25,2.92,aluminum,0.565,977.795,785.99,1.244,2700,0.4683,0.552,66.32,Titanium,27.44,17.1,31269.77,1
40 mm,B,12.88,12.88,7.39,8.82,59.92,5.28,1239.84,1270.83,cylindrical,type1,10.59,5.46,tungsten,0.261,771.754,1964.141,0.393,19300,0.2238,0.169,90.37,Aluminum,26.69,43.2,5679.97,0
29 mm,C,12.81,12.81,11.88,13.89,36.06,1.57,796.52,812.75,spherical,type1,13.31,10.04,aluminum,0.781,277.081,917.179,0.302,2700,0.1351,0.129,86.34,Titanium,27.53,18.8,3768.6,0
29 mm,B,10.65,10.65,9.16,10.96,48.33,1.78,1564.8,1627.95,spherical,type1,7.52,14.66,steel,0.854,823.87,615.221,1.339,7800,0.2345,0.46,95.71,Titanium,6.07,30.7,11214.58,1
40 mm,B,14.0,14.0,8.74,11.83,32.0,7.95,1148.23,1119.81,ogive,type3,8.17,3.03,aluminum,0.482,564.273,1924.233,0.293,2700,0.3684,0.157,57.43,Steel,6.25,12.8,5761.55,1
40 mm,C,19.38,19.38,14.82,18.1,63.81,3.33,928.88,898.39,ogive,type3,10.96,7.05,aluminum,0.8,808.632,1636.145,0.494,2700,0.2999,0.302,83.86,Aluminum,18.79,38.9,6393.48,0
40 mm,B,16.82,16.82,16.28,18.65,76.9,3.45,1389.32,1441.21,cylindrical,type2,12.09,10.67,aluminum,0.673,638.697,2393.68,0.267,2700,0.13,0.442,28.06,Titanium,9.17,28.1,15711.91,1
29 mm,B,11.36,11.36,13.51,15.94,33.3,2.76,1180.63,1188.94,ogive,type2,3.02,9.47,aluminum,0.614,304.598,1018.467,0.299,2700,0.1281,0.317,61.48,Steel,7.82,42.8,9415.71,1
40 mm,B,9.99,9.99,10.45,11.85,77.19,5.52,796.33,783.98,spherical,type2,7.3,10.47,tungsten,0.773,832.996,830.847,1.003,19300,0.3798,0.546,93.33,Titanium,11.51,14.7,3313.39,0
40 mm,B,18.25,18.25,10.57,13.68,39.52,4.31,1782.04,1874.37,spherical,type2,12.01,8.02,steel,0.531,101.824,1993.464,0.051,7800,0.3946,0.533,87.11,Titanium,22.74,24.2,16783.4,0
29 mm,C,7.04,7.04,24.84,28.82,53.47,6.53,969.13,998.02,ogive,type2,14.9,5.47,tungsten,0.583,899.227,2162.968,0.416,19300,0.1438,0.327,72.45,Steel,21.79,8.6,11665.02,0
40 mm,C,17.74,17.74,23.47,26.8,62.1,4.59,1262.06,1252.53,cylindrical,type2,2.15,8.28,tungsten,0.392,836.748,1357.418,0.616,19300,0.4179,0.578,31.94,Steel,24.63,6.1,18691.45,0
40 mm,B,8.83,8.83,6.52,8.19,31.96,1.11,1434.02,1399.72,cylindrical,type3,5.44,6.96,tungsten,0.699,973.126,1438.607,0.676,19300,0.2382,0.21,34.57,Aluminum,6.57,26.3,6703.91,1
29 mm,B,15.73,15.73,18.13,21.0,46.69,4.38,826.6,892.93,cylindrical,type2,8.04,11.22,aluminum,0.311,131.984,545.926,0.242,2700,0.1273,0.179,74.29,Aluminum,24.16,36.2,6193.82,0
40 mm,B,17.09,17.09,14.14,16.02,24.07,1.39,1513.35,1523.7,spherical,type2,4.9,4.23,steel,0.37,493.871,1514.374,0.326,7800,0.2335,0.419,46.05,Aluminum,17.27,9.0,16191.91,1
40 mm,A,12.15,12.15,18.78,19.87,61.82,6.79,1413.12,1414.35,ogive,type2,2.35,8.45,aluminum,0.536,252.218,2891.718,0.087,2700,0.3922,0.365,46.36,Steel,12.82,31.6,18750.97,1
40 mm,B,7.88,7.88,16.94,18.48,45.0,1.8,1243.13,1276.94,ogive,type1,9.01,14.47,tungsten,0.47,436.591,518.354,0.842,19300,0.3623,0.188,87.81,Steel,20.26,30.2,13089.3,0
40 mm,A,17.67,17.67,22.79,24.1,73.5,2.52,1281.16,1325.16,ogive,type1,10.44,8.91,tungsten,0.368,423.812,1790.31,0.237,19300,0.2926,0.254,21.64,Titanium,24.99,21.7,18703.42,0
40 mm,A,10.51,10.51,6.34,7.93,36.44,4.22,1750.27,1777.76,cylindrical,type1,7.41,5.08,aluminum,0.334,637.805,251.494,2.536,2700,0.2119,0.178,51.4,Titanium,7.6,34.5,9711.12,1
40 mm,A,9.81,9.81,11.99,15.38,75.42,2.37,1701.99,1746.19,cylindrical,type2,6.81,14.17,aluminum,0.803,493.687,1111.047,0.444,2700,0.2672,0.18,39.06,Titanium,25.18,26.7,17366.14,0
29 mm,B,12.65,12.65,24.71,26.59,28.46,4.77,823.18,845.75,ogive,type3,14.81,5.17,aluminum,0.614,969.016,2331.204,0.416,2700,0.2526,0.252,22.17,Aluminum,19.24,42.6,8372.06,0
40 mm,A,11.53,11.53,8.65,11.92,56.42,4.22,1105.63,1133.37,cylindrical,type3,8.21,11.77,tungsten,0.464,349.996,1788.052,0.196,19300,0.256,0.558,37.33,Aluminum,20.5,34.4,5286.96,0
40 mm,B,15.25,15.25,7.55,11.4,38.47,7.67,1268.45,1231.87,cylindrical,type3,12.37,3.42,steel,0.792,476.875,427.171,1.116,7800,0.2959,0.509,34.74,Steel,26.97,39.9,6073.84,0
40 mm,B,7.06,7.06,19.58,22.3,30.91,1.62,1711.97,1802.49,spherical,type1,5.73,13.08,tungsten,0.778,730.589,1465.128,0.499,19300,0.2821,0.332,60.36,Aluminum,22.75,16.3,28692.94,1
29 mm,B,11.54,11.54,20.55,23.01,25.64,5.04,1598.22,1536.54,cylindrical,type3,12.79,4.35,aluminum,0.278,348.889,421.412,0.828,2700,0.141,0.313,54.82,Aluminum,19.59,36.5,26245.51,1
29 mm,C,18.38,18.38,18.45,21.7,59.34,6.04,1125.13,1140.6,cylindrical,type3,12.71,7.12,tungsten,0.597,751.43,1245.882,0.603,19300,0.2161,0.067,57.74,Titanium,13.4,44.6,11678.09,0
40 mm,B,5.54,5.54,20.52,21.81,33.99,1.89,1674.83,1607.99,cylindrical,type2,5.48,14.55,aluminum,0.414,737.841,2353.072,0.314,2700,0.1516,0.304,90.23,Titanium,17.76,7.4,28779.87,1
40 mm,C,11.86,11.86,18.87,21.15,54.37,5.46,1115.97,1111.06,spherical,type1,10.53,9.53,tungsten,0.579,741.014,923.099,0.803,19300,0.3408,0.393,59.55,Steel,25.91,23.0,11750.25,0
40 mm,C,14.91,14.91,7.72,10.22,78.77,7.05,998.31,969.75,spherical,type2,10.87,5.43,tungsten,0.703,707.569,1469.49,0.482,19300,0.2691,0.478,71.12,Titanium,29.89,38.8,3846.96,0
29 mm,A,18.32,18.32,17.16,20.65,38.96,6.51,1370.88,1377.67,ogive,type3,7.75,2.01,aluminum,0.206,835.714,1600.95,0.522,2700,0.3688,0.246,71.8,Steel,23.9,17.8,16124.5,0
29 mm,A,13.91,13.91,20.54,23.98,22.1,7.55,1091.49,1108.58,cylindrical,type3,12.06,2.09,steel,0.559,995.439,2589.172,0.384,7800,0.135,0.556,61.35,Steel,24.75,22.9,12235.17,0
40 mm,B,17.37,17.37,22.31,25.85,28.57,6.04,1384.65,1336.83,cylindrical,type2,5.99,5.57,steel,0.404,149.803,540.209,0.277,7800,0.238,0.512,44.38,Titanium,22.49,33.6,21386.99,1
29 mm,C,8.34,8.34,9.92,13.01,27.16,3.76,1150.65,1149.18,cylindrical,type2,8.3,8.85,steel,0.574,547.432,1741.172,0.314,7800,0.1721,0.095,92.25,Steel,24.17,37.1,6567.02,0
40 mm,A,10.29,10.29,7.55,10.14,47.8,7.44,1575.35,1645.03,cylindrical,type2,14.87,8.3,tungsten,0.277,831.773,286.212,2.906,19300,0.1368,0.547,55.05,Titanium,11.08,9.0,9368.52,0
29 mm,A,19.13,19.13,20.62,24.1,64.68,2.58,1749.74,1684.13,ogive,type1,4.32,13.98,aluminum,0.772,100.042,461.344,0.217,2700,0.4094,0.173,65.69,Steel,15.6,17.6,31564.99,1
29 mm,C,18.29,18.29,10.13,13.75,37.79,5.09,997.34,954.64,spherical,type2,3.92,11.93,steel,0.581,590.638,818.024,0.722,7800,0.1524,0.558,64.73,Steel,18.9,17.8,5038.09,0
40 mm,C,13.37,13.37,5.64,8.08,28.75,6.36,1261.01,1304.05,ogive,type1,3.85,14.02,tungsten,0.348,693.818,2215.2,0.313,19300,0.17,0.397,86.21,Titanium,18.74,6.9,4484.21,0
29 mm,A,12.13,12.13,21.5,25.46,58.45,7.11,1496.88,1500.76,spherical,type3,14.98,8.65,steel,0.739,272.568,315.105,0.865,7800,0.2467,0.277,62.77,Steel,19.93,4.1,24086.98,1
40 mm,B,11.77,11.77,15.12,18.74,38.07,7.42,874.37,881.93,cylindrical,type3,4.08,7.81,tungsten,0.226,460.738,2846.194,0.162,19300,0.2171,0.29,56.55,Aluminum,29.34,33.5,5779.79,0
40 mm,B,5.88,5.88,11.53,14.06,54.51,1.59,1575.5,1626.62,cylindrical,type2,4.47,9.36,tungsten,0.615,810.506,1397.47,0.58,19300,0.4679,0.36,56.8,Titanium,26.38,38.3,14309.88,0
40 mm,A,18.39,18.39,5.23,6.44,76.03,6.08,1341.27,1301.57,ogive,type2,11.03,6.84,steel,0.551,160.014,2548.225,0.063,7800,0.4955,0.514,82.4,Aluminum,25.7,42.8,4704.4,0
29 mm,A,17.27,17.27,5.71,7.38,37.48,2.43,864.71,838.74,spherical,type3,11.87,4.74,tungsten,0.228,221.38,821.252,0.27,19300,0.269,0.51,46.4,Steel,25.76,43.0,2134.75,0
29 mm,B,11.84,11.84,20.85,24.18,50.75,6.45,1655.05,1622.92,cylindrical,type2,8.85,12.88,tungsten,0.375,836.263,1145.87,0.73,19300,0.1805,0.278,94.79,Titanium,24.83,44.8,28556.06,1
40 mm,B,9.19,9.19,14.79,16.12,68.41,5.9,1169.37,1151.96,spherical,type3,14.77,10.85,steel,0.254,828.285,2235.644,0.37,7800,0.2992,0.517,87.73,Aluminum,21.98,3.7,10112.12,0
29 mm,A,10.14,10.14,7.99,10.4,61.5,2.27,894.28,961.26,spherical,type2,2.51,6.23,steel,0.713,631.363,1261.752,0.5,7800,0.2983,0.31,31.07,Titanium,11.41,17.9,3194.95,0
